name,source,discovery_query,repo_url,kept,decision,status,score,license,description,tech_stack,build_method,install_method,harmony_pc_evidence,open_source_evidence,risk,last_checked
OpenHarmony PC Developer / ohos_Scribus,GitCode,鸿蒙 PC ArkTS,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Scribus,True,kept,buildable,70,NOASSERTION,"基于 Qt 的原生 Widgets 桌面排版软件,经 ""Qt for HarmonyOS"" 路线承载:ArkTS 全窗口 XComponent 加载 Qt OpenHarmony QPA 插件,dlopen 原生 libentry.so 并调用 qtmain 转发到 Scribus 的 main()。以 Q_OS_OPENHARMONY 守卫导出 default-visibility 的 qtmain 别名、跳过 X11 xcb 提示,最终在鸿蒙 PC 以 SHELL 模式跑通 ArkTS → XComponent → QPA → Qt 可交互窗口管线。","ArkTS, Qt","ArkTS, Qt for HarmonyOS",,"文本明确命中鸿蒙 PC 关键词: openharmony pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙 pc; 发现鸿蒙相关构建/工程线索: ArkTS, Qt for HarmonyOS; 发现 Qt/Electron for HarmonyOS/OpenHarmony 构建说明",GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Scribus; GitCode License: NOASSERTION; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Scribus; License 线索: NOASSERTION; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Scribus,,2026-06-30
openharmony-skills / deveco-studio-codelinter,GitCode,鸿蒙 PC ArkTS,https://gitcode.com/openharmony-skills/deveco-studio-codelinter,False,filtered: score below 40,,15,License 不明确,对 HarmonyOS（鸿蒙）项目运行 DevEco Studio CodeLinter 静态代码检查，解读检查结果并提供修复建议。支持 ArkTS、TS、JS 文件，涵盖性能、安全、代码规范、正确性、跨设备适配、API 兼容性等规则集。当用户提到 codelinter、code linting、鸿蒙代码检查、鸿蒙应用质量、HarmonyOS 代码质量检查、静态代码分析、规范扫描、性能检查、安全扫描、代码审查、规则检查、lint 报告时使用。原始仓库：https://gitcode.com/HarmonyOS_Skills/harmonyos-agent-skills,ArkTS,"DevEco, ArkTS",,"发现鸿蒙相关构建/工程线索: DevEco, ArkTS",GitCode 仓库可访问: https://gitcode.com/openharmony-skills/deveco-studio-codelinter; 公开源码仓库: https://gitcode.com/openharmony-skills/deveco-studio-codelinter; GitCode 来源页面可访问: https://gitcode.com/openharmony-skills/deveco-studio-codelinter,License 不明确; 缺少明确 PC 运行证据,2026-06-30
OpenHarmony PC Developer / ohos_Luyten,GitCode,鸿蒙 PC ArkTS,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Luyten,True,kept,buildable,70,NOASSERTION,基于 Procyon 的 Java 反编译器，因鸿蒙 PC 无 JVM、Swing 无法运行，先以本地 HTTP 服务桥接、最终用纯 ArkTS 重写 ZIP/DEFLATE 解压与 class 字节码解析，实现无需 JVM 即可打开 .jar/.class 并展示反编译内容。,ArkTS,ArkTS,,文本明确命中鸿蒙 PC 关键词: openharmony pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙 pc; 发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Luyten; GitCode License: NOASSERTION; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Luyten; License 线索: NOASSERTION; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Luyten,,2026-06-30
OpenHarmony PC Developer / ohos_Avogadro,GitCode,鸿蒙 PC ArkTS,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Avogadro,True,kept,buildable,70,BSD-3-Clause,开源分子建模与化学可视化工具（Avogadro 2），用 Qt 应用经鸿蒙 QPA 插件渲染进 ArkTS XComponent 表面、编译为 libentry.so 承载，由 EntryAbility 拉起 Qt 主程序；针对鸿蒙仅支持 OpenGL ES、无桌面 OpenGL 4.0 的限制，先以 QPainter CPU 软光栅替代 GL 渲染三维分子场景，最终在鸿蒙 PC 跑通分子加载、球棍/空间填充/线框显示与旋转缩放主流程。,"ArkTS, Qt",ArkTS,,文本明确命中鸿蒙 PC 关键词: openharmony pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙 pc; 发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Avogadro; GitCode License: BSD-3-Clause; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Avogadro; License 线索: BSD-3-Clause; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Avogadro,,2026-06-30
OpenHarmony PC Developer / ohos_AutoHotkey,GitCode,鸿蒙 PC ArkTS,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_AutoHotkey,True,kept,buildable,70,GPL-2.0,Windows 上深度耦合 Win32 的自动化/宏工具，热键、键鼠注入、窗口操控等核心能力被鸿蒙沙箱禁止、无法完整移植，遂剥离出与系统无关的 AutoHotkey v2 语言核心，按 v2 语义重写可移植引擎（运算符优先级对标源码 SYM 枚举）、用 OHOS NDK 编成 .so 经 N-API 暴露给 ArkTS，最终在鸿蒙 PC 跑通算术/字符串/控制流/内置函数的脚本编辑与运行。,"ArkTS, C++",ArkTS,,文本明确命中鸿蒙 PC 关键词: openharmony pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙 pc; 发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_AutoHotkey; GitCode License: GPL-2.0; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_AutoHotkey; License 线索: GPL-2.0; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_AutoHotkey,,2026-06-30
GitHub 加速计划 / pc / pcmanfm-qt,GitCode,鸿蒙 PC Qt,https://gitcode.com/gh_mirrors/pc,False,filtered: missing HarmonyOS PC executable/build evidence,,15,GPL-2.0,File manager and desktop icon manager (Qt port of PCManFM and libfm),"Qt, C++",,,,GitCode 仓库可访问: https://gitcode.com/gh_mirrors/pc; GitHub 上游/导入仓库: https://github.com/lxqt/pcmanfm-qt.git; GitCode License: GPL-2.0; 公开源码仓库: https://gitcode.com/gh_mirrors/pc; License 线索: GPL-2.0; GitCode 来源页面可访问: https://gitcode.com/gh_mirrors/pc,缺少明确 PC 运行证据; 构建或运行步骤不完整,2026-06-30
OpenHarmony PC Developer / ohos_qt_helloworld,GitCode,鸿蒙 PC Qt,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_qt_helloworld,True,kept,buildable,50,License 不明确,鸿蒙PC上的QT应用入门，helloworld,"ArkTS, Qt",ArkTS,,文本明确命中鸿蒙 PC 关键词: openharmony pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙pc; 发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_qt_helloworld; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_qt_helloworld; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_qt_helloworld,License 不明确,2026-06-30
OpenHarmony PC Developer / ohos_qt_nettool,GitCode,鸿蒙 PC Qt,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_qt_nettool,False,filtered: score below 40,,30,License 不明确,鸿蒙pc上的Qt版网络调试助手工具,Qt,,,文本明确命中鸿蒙 PC 关键词: openharmony pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_qt_nettool; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_qt_nettool; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_qt_nettool,License 不明确; 构建或运行步骤不完整,2026-06-30
OpenHarmony PC Developer / ohos_qt-skills,GitCode,鸿蒙 PC Qt,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_qt-skills,True,kept,buildable,50,MIT,Qt应用鸿蒙化相关skills，当前有的skill：1. app生成 2. 代码扫描，应用特定接口鸿蒙化适配。,"Qt, C++",,,文本明确命中鸿蒙 PC 关键词: openharmony pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_qt-skills; GitCode License: MIT; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_qt-skills; License 线索: MIT; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_qt-skills,构建或运行步骤不完整,2026-06-30
OpenHarmony PC Developer / ohos_Qt5.12.12,GitCode,鸿蒙 PC Qt,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Qt5.12.12,True,kept,buildable,50,LGPL-3.0,Qt5.12.12 开源版本，Release_Open_Source_Release_for_HarmonyOS 【目的】为大家节省编译过程,Qt,,,文本明确命中鸿蒙 PC 关键词: openharmony pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Qt5.12.12; GitCode License: LGPL-3.0; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Qt5.12.12; License 线索: LGPL-3.0; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Qt5.12.12,构建或运行步骤不完整,2026-06-30
qq8864 / qt_ohos_helloWorld,GitCode,鸿蒙 PC Qt,https://gitcode.com/qq8864/qt_ohos_helloWorld,False,filtered: score below 40,,30,License 不明确,鸿蒙PC上的QT应用入门，helloworld,Qt,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙pc,GitCode 仓库可访问: https://gitcode.com/qq8864/qt_ohos_helloWorld; 公开源码仓库: https://gitcode.com/qq8864/qt_ohos_helloWorld; GitCode 来源页面可访问: https://gitcode.com/qq8864/qt_ohos_helloWorld,License 不明确; 构建或运行步骤不完整,2026-06-30
qq8864 / nettool-hmos,GitCode,鸿蒙 PC Qt,https://gitcode.com/qq8864/nettool-hmos,True,kept,buildable,50,License 不明确,鸿蒙pc上的Qt版网络调试助手工具,"ArkTS, Qt",ArkTS,,文本明确命中鸿蒙 PC 关键词: 鸿蒙pc; 发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/qq8864/nettool-hmos; 公开源码仓库: https://gitcode.com/qq8864/nettool-hmos; GitCode 来源页面可访问: https://gitcode.com/qq8864/nettool-hmos,License 不明确,2026-06-30
Qt历险记-机器视觉 / PCL,GitCode,鸿蒙 PC Qt,https://gitcode.com/openQt/PCL,False,filtered: missing HarmonyOS PC executable/build evidence,,15,Apache-2.0,PCL（Point Cloud Library）是一个开源的库，专门用于处理点云数据。点云数据通常由3D扫描设备（如激光雷达、结构光相机和时间飞行相机）生成，广泛应用于机器人技术、自动化、计算机视觉、地理信息系统（GIS）、虚拟现实和增强现实等领域。以下是PCL的一些关键特性和用途： 主要特性 开源和跨平台： PCL 是一个开源项目，遵循 BSD 许可协议，可以自由地使用、修改和分发。 它支持多种操作系统，包括 Windows、macOS 和 Linux。 高性能： PCL 通过优化的算法和利用现代硬件（如 GPU）加速计算，能够高效地处理大规模点云数据。 功能丰富： PCL 提供了多种模块和算法，涵盖了点云数据的获取、预处理、特征提取、配准、分割、识别和可视化等多个方面。 与 ROS 集成： PCL 与 Robot Operating System (ROS) 集成良好，适用于机器人应用中的点云处理。 支持多种传感器： PCL 可以处理来自不同传感器的数据，包括激光雷达、结构光相机和时间飞行相机。 社区支持： PCL 拥有一个活跃的开发者社区，提供了丰富的文档、示例代码和论坛支持。 ,Qt,,,,GitCode 仓库可访问: https://gitcode.com/openQt/PCL; GitCode License: Apache-2.0; 公开源码仓库: https://gitcode.com/openQt/PCL; License 线索: Apache-2.0; GitCode 来源页面可访问: https://gitcode.com/openQt/PCL,缺少明确 PC 运行证据; 构建或运行步骤不完整,2026-06-30
OpenHarmony PC Developer / ohos_ebook_reader_electron,GitCode,鸿蒙 PC Electron,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_ebook_reader_electron,False,filtered: score below 40,,30,License 不明确,基于 Electron 构建的 OpenHarmony 跨平台电子书阅读器，支持多格式阅读、书架管理与个性化排版，适配鸿蒙多端设备。,Electron,,,文本明确命中鸿蒙 PC 关键词: openharmony pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_ebook_reader_electron; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_ebook_reader_electron; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_ebook_reader_electron,License 不明确; 构建或运行步骤不完整,2026-06-30
OpenHarmony PC Developer / ohos_shotwell_electron,GitCode,鸿蒙 PC Electron,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_shotwell_electron,False,filtered: score below 40,,30,License 不明确,基于 Electron 实现 Shotwell 图片管理软件鸿蒙平台适配，技术栈 Electron、JS、OpenHarmony 相关接口。开源用于分享 Electron 应用鸿蒙适配实践，持续优化兼容性，接纳社区提交 PR 完善项目。,Electron,,,文本明确命中鸿蒙 PC 关键词: openharmony pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_shotwell_electron; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_shotwell_electron; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_shotwell_electron,License 不明确; 构建或运行步骤不完整,2026-06-30
OpenHarmony PC Developer / ohos_keepass_electron,GitCode,鸿蒙 PC Electron,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_keepass_electron,False,filtered: score below 40,,30,License 不明确,基于 Electron 实现 KeePass 密码管理软件鸿蒙平台适配，技术栈 Electron、JS、OpenHarmony 相关接口。开源用于分享 Electron 应用鸿蒙适配实践，持续优化兼容性，接纳社区提交 PR 完善项目。,Electron,,,文本明确命中鸿蒙 PC 关键词: openharmony pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_keepass_electron; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_keepass_electron; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_keepass_electron,License 不明确; 构建或运行步骤不完整,2026-06-30
VON- / electron-oh-pc,GitCode,鸿蒙 PC Electron,https://gitcode.com/VON-/electron-oh-pc,True,kept,buildable,50,License 不明确,electron跨平台开发鸿蒙PC,"ArkTS, Electron",ArkTS,,文本明确命中鸿蒙 PC 关键词: 鸿蒙pc; 发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/VON-/electron-oh-pc; 公开源码仓库: https://gitcode.com/VON-/electron-oh-pc; GitCode 来源页面可访问: https://gitcode.com/VON-/electron-oh-pc,License 不明确,2026-06-30
OpenHarmony PC Developer / ohos_imv_electron,GitCode,鸿蒙 PC Electron,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_imv_electron,False,filtered: score below 40,,30,License 不明确,基于 Electron 实现 imv 轻量图片查看器鸿蒙平台适配，技术栈 Electron、C/C++、JS、OpenHarmony 相关接口。开源用于分享原生图片查看器鸿蒙适配实践，持续优化兼容性与性能，接纳社区提交 PR 完善项目。,"Electron, C++",,,文本明确命中鸿蒙 PC 关键词: openharmony pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_imv_electron; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_imv_electron; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_imv_electron,License 不明确; 构建或运行步骤不完整,2026-06-30
OpenHarmony PC Developer / ohos-electron-builder,GitCode,鸿蒙 PC Electron,https://gitcode.com/OpenHarmonyPCDeveloper/ohos-electron-builder,True,kept,buildable,50,MIT,提供将electron工程打包成鸿蒙hap包的工具。技术栈：Typescript。开源动机：通过开源丰富鸿蒙化electron-builder功能。社区贡献计划：响应electron开发者打包鸿蒙应用需求，不断完善鸿蒙化electron-builder功能。,Electron,,,文本明确命中鸿蒙 PC 关键词: openharmony pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos-electron-builder; GitCode License: MIT; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos-electron-builder; License 线索: MIT; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos-electron-builder,构建或运行步骤不完整,2026-06-30
OpenHarmony PC Developer / ohos_nixnote2_electron,GitCode,鸿蒙 PC Electron,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_nixnote2_electron,False,filtered: score below 40,,30,License 不明确,基于 Electron 实现 Nixnote2 开源笔记工具的鸿蒙平台适配，技术栈 Electron、C++、JS、OpenHarmony 相关接口。项目开源旨在分享桌面笔记应用的鸿蒙适配开发实践，持续优化软件运行兼容性、稳定性，迭代适配鸿蒙系统特性，积极接纳社区 PR 与建议，共同完善项目功能与体验。,"Electron, C++",,,文本明确命中鸿蒙 PC 关键词: openharmony pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_nixnote2_electron; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_nixnote2_electron; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_nixnote2_electron,License 不明确; 构建或运行步骤不完整,2026-06-30
Math_teacher_fan / childHarmonyOSPCElectron,GitCode,鸿蒙 PC Electron,https://gitcode.com/Math_teacher_fan/childHarmonyOSPCElectron,True,kept,buildable,50,MIT,鸿蒙PC Electron框架实战：儿童故事技术实现详解,Electron,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙pc,GitCode 仓库可访问: https://gitcode.com/Math_teacher_fan/childHarmonyOSPCElectron; GitCode License: MIT; 公开源码仓库: https://gitcode.com/Math_teacher_fan/childHarmonyOSPCElectron; License 线索: MIT; GitCode 来源页面可访问: https://gitcode.com/Math_teacher_fan/childHarmonyOSPCElectron,构建或运行步骤不完整,2026-06-30
m0_66062719 / qipaoboni,GitCode,鸿蒙 PC Electron,https://gitcode.com/m0_66062719/qipaoboni,False,filtered: score below 40,,30,License 不明确,鸿蒙PC Electron框架实现流体气泡模拟器,Electron,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙pc,GitCode 仓库可访问: https://gitcode.com/m0_66062719/qipaoboni; 公开源码仓库: https://gitcode.com/m0_66062719/qipaoboni; GitCode 来源页面可访问: https://gitcode.com/m0_66062719/qipaoboni,License 不明确; 构建或运行步骤不完整,2026-06-30
